id,clean_name,premium_title,price,category,subcategory,seo_description,short_description,tags,keywords,occasion_tags,classification,instagram_caption,is_best_seller,cross_sell,combos
party stuff_7,Party Poppers,Handcrafted Party Poppers,79.0,Party Supplies,Party Stuff,Experience the authentic taste of Party Poppers from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh Party Poppers from Heritage Oven. Premium quality, authentic taste.","Party Supplies, Heritage Oven, Premium Bakery","Party Poppers, Heritage Oven, Party Supplies, Freshly Baked","Birthday, Anniversary, Celebration, Wedding, Party",Budget,"Indulge in the magic of Party Poppers! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,Daily Specials,Party Poppers Family Pack
party stuff_8,Happy Bday Cheap Banner,Premium Happy Bday Cheap Banner,79.0,Party Supplies,Party Stuff,Experience the authentic taste of Happy Bday Cheap Banner from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh Happy Bday Cheap Banner from Heritage Oven. Premium quality, authentic taste.","Party Supplies, Heritage Oven, Premium Bakery","Happy Bday Cheap Banner, Heritage Oven, Party Supplies, Freshly Baked","Birthday, Anniversary, Celebration, Wedding, Party",Budget,"Indulge in the magic of Happy Bday Cheap Banner! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,Daily Specials,Happy Bday Cheap Banner Family Pack
party stuff_9,Tape,Premium Tape,79.0,Party Supplies,Party Stuff,Experience the authentic taste of Tape from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh Tape from Heritage Oven. Premium quality, authentic taste.","Party Supplies, Heritage Oven, Premium Bakery","Tape, Heritage Oven, Party Supplies, Freshly Baked","Birthday, Anniversary, Celebration, Wedding, Party",Budget,"Indulge in the magic of Tape! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,Daily Specials,Tape Family Pack
party stuff_10,Pull Flower Ribbon,Signature Pull Flower Ribbon,79.0,Party Supplies,Party Stuff,Experience the authentic taste of Pull Flower Ribbon from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh Pull Flower Ribbon from Heritage Oven. Premium quality, authentic taste.","Party Supplies, Heritage Oven, Premium Bakery","Pull Flower Ribbon, Heritage Oven, Party Supplies, Freshly Baked","Birthday, Anniversary, Celebration, Wedding, Party",Budget,"Indulge in the magic of Pull Flower Ribbon! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,Daily Specials,Pull Flower Ribbon Family Pack
party stuff_11,Bday Normal Candel,Artisanal Bday Normal Candel,79.0,Party Supplies,Party Stuff,Experience the authentic taste of Bday Normal Candel from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh Bday Normal Candel from Heritage Oven. Premium quality, authentic taste.","Party Supplies, Heritage Oven, Premium Bakery","Bday Normal Candel, Heritage Oven, Party Supplies, Freshly Baked","Birthday, Anniversary, Celebration, Wedding, Party",Budget,"Indulge in the magic of Bday Normal Candel! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,Daily Specials,Bday Normal Candel Family Pack
party stuff_12,Sparking Candel,Premium Sparking Candel,79.0,Party Supplies,Party Stuff,Experience the authentic taste of Sparking Candel from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh Sparking Candel from Heritage Oven. Premium quality, authentic taste.","Party Supplies, Heritage Oven, Premium Bakery","Sparking Candel, Heritage Oven, Party Supplies, Freshly Baked","Birthday, Anniversary, Celebration, Wedding, Party",Budget,"Indulge in the magic of Sparking Candel! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,Daily Specials,Sparking Candel Family Pack
party stuff_13,Bride to be,Handcrafted Bride to be,79.0,Party Supplies,Party Stuff,Experience the authentic taste of Bride to be from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh Bride to be from Heritage Oven. Premium quality, authentic taste.","Party Supplies, Heritage Oven, Premium Bakery","Bride to be, Heritage Oven, Party Supplies, Freshly Baked","Birthday, Anniversary, Celebration, Wedding, Party",Budget,"Indulge in the magic of Bride to be! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,Daily Specials,Bride to be Family Pack
party stuff_14,Bday Girl,Artisanal Bday Girl,79.0,Party Supplies,Party Stuff,Experience the authentic taste of Bday Girl from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh Bday Girl from Heritage Oven. Premium quality, authentic taste.","Party Supplies, Heritage Oven, Premium Bakery","Bday Girl, Heritage Oven, Party Supplies, Freshly Baked","Birthday, Anniversary, Celebration, Wedding, Party",Budget,"Indulge in the magic of Bday Girl! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,Daily Specials,Bday Girl Family Pack
party stuff_15,Premuim happy bday banner,Heritage Premuim happy bday banner,79.0,Party Supplies,Party Stuff,Experience the authentic taste of Premuim happy bday banner from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh Premuim happy bday banner from Heritage Oven. Premium quality, authentic taste.","Party Supplies, Heritage Oven, Premium Bakery","Premuim happy bday banner, Heritage Oven, Party Supplies, Freshly Baked","Birthday, Anniversary, Celebration, Wedding, Party",Budget,"Indulge in the magic of Premuim happy bday banner! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,Daily Specials,Premuim happy bday banner Family Pack
party stuff_16,Premuim happy bday banner,Premium Premuim happy bday banner,79.0,Party Supplies,Party Stuff,Experience the authentic taste of Premuim happy bday banner from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh Premuim happy bday banner from Heritage Oven. Premium quality, authentic taste.","Party Supplies, Heritage Oven, Premium Bakery","Premuim happy bday banner, Heritage Oven, Party Supplies, Freshly Baked","Birthday, Anniversary, Celebration, Wedding, Party",Budget,"Indulge in the magic of Premuim happy bday banner! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,Daily Specials,Premuim happy bday banner Family Pack
party stuff_17,Cheap Caps (golden),Signature Cheap Caps (golden),79.0,Party Supplies,Party Stuff,Experience the authentic taste of Cheap Caps (golden) from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh Cheap Caps (golden) from Heritage Oven. Premium quality, authentic taste.","Party Supplies, Heritage Oven, Premium Bakery","Cheap Caps (golden), Heritage Oven, Party Supplies, Freshly Baked","Birthday, Anniversary, Celebration, Wedding, Party",Budget,"Indulge in the magic of Cheap Caps (golden)! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,Daily Specials,Cheap Caps (golden) Family Pack
party stuff_18,Happy Bday Sticks,Premium Happy Bday Sticks,79.0,Party Supplies,Party Stuff,Experience the authentic taste of Happy Bday Sticks from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh Happy Bday Sticks from Heritage Oven. Premium quality, authentic taste.","Party Supplies, Heritage Oven, Premium Bakery","Happy Bday Sticks, Heritage Oven, Party Supplies, Freshly Baked","Birthday, Anniversary, Celebration, Wedding, Party",Budget,"Indulge in the magic of Happy Bday Sticks! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,Daily Specials,Happy Bday Sticks Family Pack
party stuff_19,Baloon Pump,Artisanal Baloon Pump,70.0,Party Supplies,Party Stuff,Experience the authentic taste of Baloon Pump from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh Baloon Pump from Heritage Oven. Premium quality, authentic taste.","Party Supplies, Heritage Oven, Premium Bakery","Baloon Pump, Heritage Oven, Party Supplies, Freshly Baked","Birthday, Anniversary, Celebration, Wedding, Party",Budget,"Indulge in the magic of Baloon Pump! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,Daily Specials,Baloon Pump Family Pack
party stuff_20,Number Candels,Handcrafted Number Candels,10.0,Party Supplies,Party Stuff,Experience the authentic taste of Number Candels from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh Number Candels from Heritage Oven. Premium quality, authentic taste.","Party Supplies, Heritage Oven, Premium Bakery","Number Candels, Heritage Oven, Party Supplies, Freshly Baked","Birthday, Anniversary, Celebration, Wedding, Party",Budget,"Indulge in the magic of Number Candels! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,Daily Specials,Number Candels Family Pack
party stuff_21,Happy Bday Premium Caps,Handcrafted Happy Bday Premium Caps,30.0,Party Supplies,Party Stuff,Experience the authentic taste of Happy Bday Premium Caps from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh Happy Bday Premium Caps from Heritage Oven. Premium quality, authentic taste.","Party Supplies, Heritage Oven, Premium Bakery","Happy Bday Premium Caps, Heritage Oven, Party Supplies, Freshly Baked","Birthday, Anniversary, Celebration, Wedding, Party",Budget,"Indulge in the magic of Happy Bday Premium Caps! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,Daily Specials,Happy Bday Premium Caps Family Pack
party stuff_22,Tiaria ( Jali Wale),Heritage Tiaria ( Jali Wale),30.0,Party Supplies,Party Stuff,Experience the authentic taste of Tiaria ( Jali Wale) from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh Tiaria ( Jali Wale) from Heritage Oven. Premium quality, authentic taste.","Party Supplies, Heritage Oven, Premium Bakery","Tiaria ( Jali Wale), Heritage Oven, Party Supplies, Freshly Baked","Birthday, Anniversary, Celebration, Wedding, Party",Budget,"Indulge in the magic of Tiaria ( Jali Wale)! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,Daily Specials,Tiaria ( Jali Wale) Family Pack
party stuff_23,Silver Tiara,Heritage Silver Tiara,110.0,Party Supplies,Party Stuff,Experience the authentic taste of Silver Tiara from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh Silver Tiara from Heritage Oven. Premium quality, authentic taste.","Party Supplies, Heritage Oven, Premium Bakery","Silver Tiara, Heritage Oven, Party Supplies, Freshly Baked","Birthday, Anniversary, Celebration, Wedding, Party",Budget,"Indulge in the magic of Silver Tiara! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,Daily Specials,Silver Tiara Family Pack
pastery_0,Pineapple Pastry,Artisanal Pineapple Pastry,85.0,Pastries,Pastery,"Indulge in a moment of pure bliss with our Pineapple Pastry. Each layer is a testament to Heritage Oven's commitment to quality, blending premium ingredients with artisanal baking techniques. Ideal for a midday treat or a sophisticated dessert.","Deliciously fresh Pineapple Pastry from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Premium Bakery, Pastries","Pineapple Pastry, Heritage Oven, Pastries, Freshly Baked","Daily Treat, Quick Bite",Budget,"Indulge in the magic of Pineapple Pastry! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",True,"Cold Coffee, Fresh Juice, Cookies","Box of 2 Pineapple Pastry + Cold Coffee, Assorted Pastry Box (Set of 4)"
pastery_1,Biscoff Cheese Cake,Signature Biscoff Cheese Cake,180.0,Pastries,Pastery,"Indulge in a moment of pure bliss with our Biscoff Cheese Cake. Each layer is a testament to Heritage Oven's commitment to quality, blending premium ingredients with artisanal baking techniques. Ideal for a midday treat or a sophisticated dessert.","Deliciously fresh Biscoff Cheese Cake from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Bestseller, Gift Idea, Celebration, Pastries, Premium Bakery","Biscoff Cheese Cake, Heritage Oven, Pastries, Freshly Baked","Daily Treat, Quick Bite",Budget,"Indulge in the magic of Biscoff Cheese Cake! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",True,"Cold Coffee, Fresh Juice, Cookies","Box of 2 Biscoff Cheese Cake + Cold Coffee, Assorted Pastry Box (Set of 4)"
pastery_2,Belgium Devil Pastery,Artisanal Belgium Devil Pastery,210.0,Pastries,Pastery,"Indulge in a moment of pure bliss with our Belgium Devil Pastery. Each layer is a testament to Heritage Oven's commitment to quality, blending premium ingredients with artisanal baking techniques. Ideal for a midday treat or a sophisticated dessert.","Deliciously fresh Belgium Devil Pastery from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Premium Bakery, Pastries","Belgium Devil Pastery, Heritage Oven, Pastries, Freshly Baked","Daily Treat, Quick Bite",Premium,"Indulge in the magic of Belgium Devil Pastery! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",True,"Cold Coffee, Fresh Juice, Cookies","Box of 2 Belgium Devil Pastery + Cold Coffee, Assorted Pastry Box (Set of 4)"
pastery_3,Brownie Pastry,Artisanal Brownie Pastry,85.0,Pastries,Pastery,"Indulge in a moment of pure bliss with our Brownie Pastry. Each layer is a testament to Heritage Oven's commitment to quality, blending premium ingredients with artisanal baking techniques. Ideal for a midday treat or a sophisticated dessert.","Deliciously fresh Brownie Pastry from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Premium Bakery, Pastries","Brownie Pastry, Heritage Oven, Pastries, Freshly Baked","Daily Treat, Quick Bite",Budget,"Indulge in the magic of Brownie Pastry! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,"Cold Coffee, Fresh Juice, Cookies","Box of 2 Brownie Pastry + Cold Coffee, Assorted Pastry Box (Set of 4)"
pastery_4,Choco truffle,Artisanal Choco truffle,85.0,Pastries,Pastery,"Indulge in a moment of pure bliss with our Choco truffle. Each layer is a testament to Heritage Oven's commitment to quality, blending premium ingredients with artisanal baking techniques. Ideal for a midday treat or a sophisticated dessert.","Deliciously fresh Choco truffle from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Premium Bakery, Pastries","Choco truffle, Heritage Oven, Pastries, Freshly Baked","Daily Treat, Quick Bite",Budget,"Indulge in the magic of Choco truffle! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",True,"Cold Coffee, Fresh Juice, Cookies","Box of 2 Choco truffle + Cold Coffee, Assorted Pastry Box (Set of 4)"
pastery_5,Red Velvet,Artisanal Red Velvet,85.0,Pastries,Pastery,"Indulge in a moment of pure bliss with our Red Velvet. Each layer is a testament to Heritage Oven's commitment to quality, blending premium ingredients with artisanal baking techniques. Ideal for a midday treat or a sophisticated dessert.","Deliciously fresh Red Velvet from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Premium Bakery, Pastries","Red Velvet, Heritage Oven, Pastries, Freshly Baked","Daily Treat, Quick Bite",Budget,"Indulge in the magic of Red Velvet! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",True,"Cold Coffee, Fresh Juice, Cookies","Box of 2 Red Velvet + Cold Coffee, Assorted Pastry Box (Set of 4)"
pastery_6,Badam Pista,Artisanal Badam Pista,85.0,Pastries,Pastery,"Indulge in a moment of pure bliss with our Badam Pista. Each layer is a testament to Heritage Oven's commitment to quality, blending premium ingredients with artisanal baking techniques. Ideal for a midday treat or a sophisticated dessert.","Deliciously fresh Badam Pista from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Premium Bakery, Pastries","Badam Pista, Heritage Oven, Pastries, Freshly Baked","Daily Treat, Quick Bite",Budget,"Indulge in the magic of Badam Pista! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,"Cold Coffee, Fresh Juice, Cookies","Box of 2 Badam Pista + Cold Coffee, Assorted Pastry Box (Set of 4)"
pastery_7,Choco Crunch,Artisanal Choco Crunch,85.0,Pastries,Pastery,"Indulge in a moment of pure bliss with our Choco Crunch. Each layer is a testament to Heritage Oven's commitment to quality, blending premium ingredients with artisanal baking techniques. Ideal for a midday treat or a sophisticated dessert.","Deliciously fresh Choco Crunch from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Premium Bakery, Pastries","Choco Crunch, Heritage Oven, Pastries, Freshly Baked","Daily Treat, Quick Bite",Budget,"Indulge in the magic of Choco Crunch! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,"Cold Coffee, Fresh Juice, Cookies","Box of 2 Choco Crunch + Cold Coffee, Assorted Pastry Box (Set of 4)"
pastery_8,Blackforest,Artisanal Blackforest,85.0,Pastries,Pastery,"Indulge in a moment of pure bliss with our Blackforest. Each layer is a testament to Heritage Oven's commitment to quality, blending premium ingredients with artisanal baking techniques. Ideal for a midday treat or a sophisticated dessert.","Deliciously fresh Blackforest from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Premium Bakery, Pastries","Blackforest, Heritage Oven, Pastries, Freshly Baked","Daily Treat, Quick Bite",Budget,"Indulge in the magic of Blackforest! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,"Cold Coffee, Fresh Juice, Cookies","Box of 2 Blackforest + Cold Coffee, Assorted Pastry Box (Set of 4)"
pastery_9,whiteforest,Artisanal whiteforest,85.0,Pastries,Pastery,"Indulge in a moment of pure bliss with our whiteforest. Each layer is a testament to Heritage Oven's commitment to quality, blending premium ingredients with artisanal baking techniques. Ideal for a midday treat or a sophisticated dessert.","Deliciously fresh whiteforest from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Premium Bakery, Pastries","whiteforest, Heritage Oven, Pastries, Freshly Baked","Daily Treat, Quick Bite",Budget,"Indulge in the magic of whiteforest! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,"Cold Coffee, Fresh Juice, Cookies","Box of 2 whiteforest + Cold Coffee, Assorted Pastry Box (Set of 4)"
pastery_10,Casata,Artisanal Casata,90.0,Pastries,Pastery,"Indulge in a moment of pure bliss with our Casata. Each layer is a testament to Heritage Oven's commitment to quality, blending premium ingredients with artisanal baking techniques. Ideal for a midday treat or a sophisticated dessert.","Deliciously fresh Casata from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Premium Bakery, Pastries","Casata, Heritage Oven, Pastries, Freshly Baked","Daily Treat, Quick Bite",Budget,"Indulge in the magic of Casata! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,"Cold Coffee, Fresh Juice, Cookies","Box of 2 Casata + Cold Coffee, Assorted Pastry Box (Set of 4)"
pastery_11,BlueBerry Cheese Cake,Signature BlueBerry Cheese Cake,180.0,Pastries,Pastery,"Indulge in a moment of pure bliss with our BlueBerry Cheese Cake. Each layer is a testament to Heritage Oven's commitment to quality, blending premium ingredients with artisanal baking techniques. Ideal for a midday treat or a sophisticated dessert.","Deliciously fresh BlueBerry Cheese Cake from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Bestseller, Gift Idea, Celebration, Pastries, Premium Bakery","BlueBerry Cheese Cake, Heritage Oven, Pastries, Freshly Baked","Daily Treat, Quick Bite",Budget,"Indulge in the magic of BlueBerry Cheese Cake! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,"Cold Coffee, Fresh Juice, Cookies","Box of 2 BlueBerry Cheese Cake + Cold Coffee, Assorted Pastry Box (Set of 4)"
biscuits_0,Atta Patti Desi Ghee( 400 GM),Heritage Oven Atta Patti Desi Ghee( 400 GM),320.0,Cookies & Biscuits,Biscuits,Experience the authentic taste of Atta Patti Desi Ghee( 400 GM) from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh Atta Patti Desi Ghee( 400 GM) from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Tea-time Essential, Indian Snacks, Cookies & Biscuits, Traditional, Premium Bakery","Atta Patti Desi Ghee( 400 GM), Heritage Oven, Cookies & Biscuits, Freshly Baked","Tea Time, Evening Snack, Daily Treat, Office Snack",Premium,"Indulge in the magic of Atta Patti Desi Ghee( 400 GM)! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",True,Daily Specials,Atta Patti Desi Ghee( 400 GM) Family Pack
biscuits_1,Atta Patti Desi Ghee( 200 GM),Heritage Oven Atta Patti Desi Ghee( 200 GM),170.0,Cookies & Biscuits,Biscuits,Experience the authentic taste of Atta Patti Desi Ghee( 200 GM) from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh Atta Patti Desi Ghee( 200 GM) from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Tea-time Essential, Indian Snacks, Cookies & Biscuits, Traditional, Premium Bakery","Atta Patti Desi Ghee( 200 GM), Heritage Oven, Cookies & Biscuits, Freshly Baked","Tea Time, Evening Snack, Daily Treat, Office Snack",Budget,"Indulge in the magic of Atta Patti Desi Ghee( 200 GM)! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,Daily Specials,Atta Patti Desi Ghee( 200 GM) Family Pack
biscuits_2,Milk Atta Patti Normal ( 400 GM),Heritage Oven Milk Atta Patti Normal ( 400 GM),125.0,Cookies & Biscuits,Biscuits,Experience the authentic taste of Milk Atta Patti Normal ( 400 GM) from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh Milk Atta Patti Normal ( 400 GM) from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Tea-time Essential, Indian Snacks, Cookies & Biscuits, Traditional, Premium Bakery","Milk Atta Patti Normal ( 400 GM), Heritage Oven, Cookies & Biscuits, Freshly Baked","Tea Time, Evening Snack, Daily Treat, Office Snack",Budget,"Indulge in the magic of Milk Atta Patti Normal ( 400 GM)! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,Daily Specials,Milk Atta Patti Normal ( 400 GM) Family Pack
biscuits_3,Peanut Biscuits,Heritage Oven Peanut Biscuits,79.0,Cookies & Biscuits,Biscuits,Experience the authentic taste of Peanut Biscuits from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh Peanut Biscuits from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Tea-time Essential, Indian Snacks, Cookies & Biscuits, Traditional, Premium Bakery","Peanut Biscuits, Heritage Oven, Cookies & Biscuits, Freshly Baked","Tea Time, Evening Snack, Daily Treat, Office Snack",Budget,"Indulge in the magic of Peanut Biscuits! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,Daily Specials,Peanut Biscuits Family Pack
biscuits_4,Jam Biscuits,Heritage Oven Jam Biscuits,79.0,Cookies & Biscuits,Biscuits,Experience the authentic taste of Jam Biscuits from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh Jam Biscuits from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Tea-time Essential, Indian Snacks, Cookies & Biscuits, Traditional, Premium Bakery","Jam Biscuits, Heritage Oven, Cookies & Biscuits, Freshly Baked","Tea Time, Evening Snack, Daily Treat, Office Snack",Budget,"Indulge in the magic of Jam Biscuits! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,Daily Specials,Jam Biscuits Family Pack
biscuits_5,Jeera Biscuits,Heritage Oven Jeera Biscuits,79.0,Cookies & Biscuits,Biscuits,Experience the authentic taste of Jeera Biscuits from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh Jeera Biscuits from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Tea-time Essential, Indian Snacks, Cookies & Biscuits, Traditional, Premium Bakery","Jeera Biscuits, Heritage Oven, Cookies & Biscuits, Freshly Baked","Tea Time, Evening Snack, Daily Treat, Office Snack",Budget,"Indulge in the magic of Jeera Biscuits! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,Daily Specials,Jeera Biscuits Family Pack
biscuits_6,Milk Karela Biscuits,Heritage Oven Milk Karela Biscuits,125.0,Cookies & Biscuits,Biscuits,Experience the authentic taste of Milk Karela Biscuits from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh Milk Karela Biscuits from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Tea-time Essential, Indian Snacks, Cookies & Biscuits, Traditional, Premium Bakery","Milk Karela Biscuits, Heritage Oven, Cookies & Biscuits, Freshly Baked","Tea Time, Evening Snack, Daily Treat, Office Snack",Budget,"Indulge in the magic of Milk Karela Biscuits! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,Daily Specials,Milk Karela Biscuits Family Pack
